"sold","brand","battery_health_report","blind_spot_monitoring","rain_sensing_wipers","heated_seats","ventilated_seats","sunroof","wireless_phone_charging","apple_carplay_or_android_auto","navigation_system","voice_control","regenerative_braking_system","fast_charging_capabilities","range_estimator","black_and_white_premium_interior","glass_roof","subzero_weather_package","keyless_entry","ash_wood_decor","customer_age","customer_income","dealership_size","dealership_location","dealership_years_experience","customer_sex","trade_in","customer_satisfaction","price","seller_sex","seller_experience","trade_in_model","trade_in_mileage","trade_in_exterior_condition","trade_in_tire_condition","trade_in_engine_size","trade_in_value","longitude","latitude","state","customer_id","car_models","trade_in_fuel_type","trade_in_transmission_type"
1,"Ford",1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,29,149746,3,"Rural",16,"Female",1,3.47232990037162,37004.0702978382,"Male",14,"Volkswagen Tiguan",10000,5,2,5.8,30000,-80.8321745587841,25.6262402305638,"Florida",9811,"Volkswagen Tiguan","gasoline","automatic"
1,"Toyota",0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,57,149774,3,"Rural",2,"Female",0,3.08319143969494,23758.1375047565,"Female",18,"Acura ILX",95000,1,3,3.7,23114.3457504228,-80.5189477338055,25.8316793581902,"Florida",9812,"Acura ILX","gasoline","automatic"
0,"Ford",0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,38,142249,5,"Suburban",18,"Male",0,4.35839688621477,32318.2399990037,"Female",3.42000619851622,"Kia Sedona",85000,2,5,4.4,26387.2328336897,-82.0932348450371,29.6034900422285,"Florida",9813,"Kia Sedona","gasoline","automatic"
1,"Tesla",1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,41,101026,2,"Urban",43,"Female",1,4.38984197821529,64249.0789552918,"Female",13,"Honda Fit",0,3,2,3.6,29165.9424990708,-80.5311846287141,26.4014511148094,"Florida",9814,"Honda Fit","gasoline","manual"
1,"Tesla",1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,53,136151,2,"Rural",30,"Female",0,3.58597141136608,91091.0074425163,"Male",19,"Nissan Rogue",75000,1,3,1,10893.358182888,-82.4691390880915,28.8035804970827,"Florida",9815,"Nissan Rogue","gasoline","CVT"
0,"Ford",0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,39,110155,2,"Rural",9,"Female",1,3.99695099023911,46505.5500133894,"Female",10.4200061985162,"Chevrolet Silverado",125000,1,5,5.2,15285.8331040918,-81.749734045715,29.4826908613347,"Florida",9816,"Chevrolet Silverado","gasoline","automatic"
0,"Tesla",1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,54,134164,1,"Urban",22,"Male",0,5.66458696063333,79415.495749563,"Male",17.4200061985162,"Cadillac ATS",90000,3,4,5.4,30000,-81.4960941138901,27.5444088988177,"Florida",9817,"Cadillac ATS","gasoline","automatic"
0,"Ford",0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,42,32443,1,"Urban",48,"Male",1,4.05950509121602,59260.5797003489,"Female",19.4200061985162,"Ford Ranger",10000,4,3,5.2,20441.2512106384,-87.0714322797637,30.8903475941741,"Florida",9818,"Ford Ranger","gasoline","automatic"
1,"Tesla",1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,64,67786,1,"Rural",50,"Female",1,4.56809206190559,57122.2594075254,"Female",1,"Toyota Sienna",20000,4,5,4,21319.1979055759,-80.7313313483829,25.6738968613605,"Florida",9819,"Toyota Sienna","gasoline","automatic"
1,"Ford",0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,23,94280,1,"Urban",35,"Male",1,4.89753301845727,26190.1506733673,"Male",3,"Suzuki Equator",120000,4,1,2,20333.1725576032,-80.3753167845876,25.6672907686166,"Florida",9820,"Suzuki Equator","gasoline","manual"
0,"Toyota",0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,48,117062,2,"Suburban",11,"Male",1,3.10684003674347,21485.1026493125,"Female",20.4200061985162,"Ford Ranger",0,3,3,4.6,30000,-80.7140908479538,25.6065390563829,"Florida",9821,"Ford Ranger","gasoline","automatic"
0,"Ford",0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,25,123698,2,"Urban",2,"Female",1,3.83589523023484,56671.0078681353,"Male",17.4200061985162,"Toyota Tacoma",25000,1,1,4.8,30000,-80.2397792933876,25.555303527607,"Florida",9822,"Toyota Tacoma","gasoline","automatic"
1,"Ford",0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,54,107110,2,"Suburban",38,"Male",1,4.30108337507476,28462.8453093814,"Female",18,"BMW 3 Series",125000,5,2,1.9,18473.5380234712,-84.0209212924425,30.6539575915895,"Florida",9823,"BMW 3 Series","gasoline","automatic"
0,"Ford",0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,34,60384,3,"Urban",40,"Female",0,4.25440740148081,57251.4654567931,"Female",3.42000619851622,"Mini Cooper",20000,1,1,2.7,20015.6287408816,-82.2823468493648,26.5025930170882,"Florida",9824,"Mini Cooper","gasoline","manual"
0,"Tesla",0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,24,137969,3,"Urban",28,"Female",0,4.5978923294532,66040.8529546112,"Female",20.4200061985162,"Kia Sportage",10000,4,4,4.2,24946.4985291454,-82.3631742767821,29.7319155352388,"Florida",9825,"Kia Sportage","gasoline","automatic"
1,"Toyota",0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,34,96779,4,"Urban",2,"Male",1,3.77951787383655,33302.933618892,"Female",4,"Toyota RAV4",125000,4,4,2,30000,-82.3106782759224,27.3093394323208,"Florida",9826,"Toyota RAV4","gasoline","automatic"
0,"Tesla",1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,52,58982,4,"Suburban",6,"Male",0,4.61216741980144,77462.4537187628,"Female",21.4200061985162,"Volkswagen Routan",120000,1,4,4.2,13973.3881099875,-82.4411434405031,27.3399287182283,"Florida",9827,"Volkswagen Routan","gasoline","automatic"
0,"Toyota",0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,25,101096,4,"Rural",4,"Male",0,3.17154347192491,26553.7823666818,"Male",17.4200061985162,"BMW 3 Series",75000,3,5,3.7,28822.2144267967,-86.7575033969429,30.6671307700735,"Florida",9828,"BMW 3 Series","gasoline","automatic"
1,"Toyota",0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,33,141496,1,"Rural",41,"Female",1,3.5731490289437,30238.3313135942,"Male",18,"Ford Mustang Mach-E",10000,4,1,4.2,26295.8541223399,-83.27622457055,30.1883913678706,"Florida",9829,"Ford Mustang Mach-E","electric","automatic"
1,"Tesla",0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,55,57506,2,"Suburban",16,"Female",1,3.7774272091321,93309.8451887258,"Female",22,"Mazda CX-5",207808.422723785,3,3,4.9,30000,-80.9584677967102,26.3836869906688,"Florida",9830,"Mazda CX-5","gasoline","automatic"
0,"Tesla",1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,65,47385,1,"Urban",20,"Female",0,5.64145344511324,78753.5130721517,"Male",4.42000619851622,"Mercedes-Benz GLA",60000,3,1,5.8,19228.6575637646,-80.2177544086174,26.9293762066721,"Florida",9831,"Mercedes-Benz GLA","gasoline","automatic"
0,"Ford",0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,35,95736,3,"Rural",6,"Female",1,4.69498184077887,48042.1041452792,"Male",11.4200061985162,"Toyota Sienna",150000,5,5,3.5,22471.2221762334,-85.0117730022445,30.2296186876452,"Florida",9832,"Toyota Sienna","gasoline","automatic"
1,"Tesla",1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,26,54861,3,"Suburban",32,"Female",0,4.33479238082968,92593.9996800385,"Male",13,"Nissan Frontier",110000,3,4,5.3,15315.5209486232,-85.5716450556026,30.3359390380165,"Florida",9833,"Nissan Frontier","gasoline","automatic"
0,"Tesla",0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,55,49243,4,"Suburban",2,"Male",1,5.40496092615964,58720.870569814,"Male",6.42000619851622,"Volkswagen Routan",40000,4,5,1.7,24930.5677072454,-83.7660030454424,30.3916457772785,"Florida",9834,"Volkswagen Routan","gasoline","automatic"
0,"Toyota",0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,63,32961,3,"Urban",30,"Female",1,4.91643863778042,44084.7585885786,"Female",21.4200061985162,"Alfa Romeo Giulia",95000,4,2,4.7,28907.4915502035,-87.2390746099369,30.8185369396513,"Florida",9835,"Alfa Romeo Giulia","gasoline","automatic"
0,"Toyota",0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,28,45134,5,"Suburban",15,"Female",0,3.74753929162532,31133.6343176663,"Male",9.42000619851622,"Mercedes-Benz GLA",10000,1,4,3.8,27001.3412634925,-81.8689962014801,30.4787634806923,"Florida",9836,"Mercedes-Benz GLA","gasoline","automatic"
0,"Ford",1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,58,32441,2,"Rural",23,"Male",1,4.13480612640283,58420.4167604912,"Male",15.4200061985162,"Lexus IS",65000,5,2,3.2,21592.7332400118,-81.9023053496632,30.2727333568229,"Florida",9837,"Lexus IS","gasoline","automatic"
0,"Toyota",0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,60,78870,2,"Rural",43,"Male",1,4.49393609439201,20337.0559820905,"Male",-1.57999380148378,"Hyundai Tucson",1e+05,2,2,4.6,21054.2991739323,-80.7627092069902,25.9022098291754,"Florida",9838,"Hyundai Tucson","gasoline","automatic"
0,"Tesla",1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,23,147023,4,"Urban",39,"Male",1,4.78436064877981,44745.8080109209,"Female",20.4200061985162,"Ford F-150",55000,5,5,1.7,30000,-80.7460264409993,25.1075711104134,"Florida",9839,"Ford F-150","gasoline","automatic"
1,"Ford",1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,63,119064,2,"Rural",30,"Male",0,4.45432889084167,26170.3435939504,"Female",3,"Mazda5",95000,3,5,5.9,27541.9097289,-82.8125318392751,29.8878396234447,"Florida",9840,"Mazda5","gasoline","manual"
1,"Ford",0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,23,55789,3,"Suburban",24,"Male",0,3.84932205591944,46798.0251801549,"Male",14,"Jeep Gladiator",75000,2,5,3.7,20159.0004886169,-82.7753860921507,28.2358277319688,"Florida",9841,"Jeep Gladiator","gasoline","automatic"
0,"Toyota",0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,28,64304,1,"Urban",6,"Male",0,4.32599861137881,46823.960179463,"Male",9.42000619851622,"Honda Fit",5000,4,2,5.6,27300.3880290922,-84.4187114602086,30.1459865689568,"Florida",9842,"Honda Fit","gasoline","manual"
0,"Toyota",0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,29,116077,5,"Suburban",25,"Female",1,4.05441120718653,41611.7528872564,"Female",11.4200061985162,"Hyundai Elantra",120000,5,3,2.7,20836.7798140329,-85.7070279800684,30.5905521267518,"Florida",9843,"Hyundai Elantra","gasoline","manual"
1,"Ford",1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,63,39664,3,"Suburban",38,"Female",1,4.27307798610472,46612.0153017051,"Female",3,"Toyota Tundra",10000,4,1,4.5,26018.6732503495,-82.1728715312426,27.9447842653392,"Florida",9844,"Toyota Tundra","gasoline","automatic"
1,"Tesla",1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,52,135870,2,"Rural",22,"Female",0,4.73840765282219,63564.9446919793,"Male",18,"Honda Ridgeline",140000,2,5,5.4,14401.9043791274,-86.5648509281193,30.2869596336808,"Florida",9845,"Honda Ridgeline","gasoline","automatic"
0,"Ford",0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,50,111128,3,"Rural",2,"Male",1,4.10328065988687,34165.2506345417,"Male",5.42000619851622,"Chevrolet Bolt",10000,2,5,3,21793.6418275789,-81.9072436122613,26.2268342156097,"Florida",9846,"Chevrolet Bolt","electric","automatic"
0,"Toyota",0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,54,292584.919005729,1,"Urban",45,"Male",0,2.70281932105248,26341.8806809932,"Male",22.4200061985162,"Ram 1500",60000,3,1,5.2,26234.2053074605,-85.3246753510544,30.3831623721383,"Florida",9847,"Ram 1500","gasoline","automatic"
1,"Toyota",0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,32,127282,2,"Rural",13,"Female",0,2.84925376611903,32979.173822212,"Male",7,"Ford Escape",125000,1,4,4.3,17714.133893679,-80.3137506385301,25.2443166684655,"Florida",9848,"Ford Escape","gasoline","automatic"
0,"Tesla",1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,42,68001,2,"Suburban",40,"Male",0,4.12397101271037,74885.4586482048,"Male",23.4200061985162,"Toyota Tacoma",105000,4,5,2.5,29557.4691217009,-80.4795800062685,25.9716164091343,"Florida",9849,"Toyota Tacoma","gasoline","automatic"
1,"Tesla",1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,39,117149,4,"Rural",10,"Female",0,3.78604064171777,62673.5037965933,"Male",23,"Volkswagen Routan",35000,5,4,2.9,27227.9824752195,-81.5162012521118,27.9534090527994,"Florida",9850,"Volkswagen Routan","gasoline","automatic"
0,"Tesla",1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,62,138066,2,"Suburban",40,"Female",1,4.74123352443683,66789.0490707941,"Female",1.42000619851622,"Fiat 500",95000,5,3,5.4,22250.4232378415,-84.9399871874542,29.8665075671431,"Florida",9851,"Fiat 500","gasoline","manual"
1,"Toyota",0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,46,41883,4,"Suburban",28,"Male",0,2.73257899862769,23596.7921335134,"Male",3,"Chevrolet Silverado",0,1,1,4.3,26900.7687046805,-80.2212659695497,25.8158017807381,"Florida",9852,"Chevrolet Silverado","gasoline","automatic"
0,"Tesla",1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,38,140083,1,"Suburban",45,"Female",0,4.07290135475058,62367.2853899188,"Female",8.42000619851622,"Infiniti QX30",125000,3,2,1.9,28227.8281883571,-82.03442840518,27.057783051179,"Florida",9853,"Infiniti QX30","electric","automatic"
1,"Ford",0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,54,83021,5,"Rural",11,"Male",1,4.3515360752425,61434.8871597322,"Male",30,"GMC Savana",35000,3,3,5.4,20510.7749632772,-82.9522556545112,28.9621300076068,"Florida",9854,"GMC Savana","gasoline","automatic"
1,"Ford",1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,33,34697,4,"Urban",3,"Male",0,3.75007666833645,48341.7110180017,"Male",16,"Toyota Sienna",140000,5,4,5.7,28424.7265582726,-84.4963836137269,30.2354727599252,"Florida",9855,"Toyota Sienna","gasoline","automatic"
0,"Tesla",1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,42,140099,2,"Urban",45,"Male",0,3.94075477635944,67289.4251975231,"Male",14.4200061985162,"Honda Fit",50000,4,1,2.9,26398.3365611654,-83.433349638544,30.3648190018341,"Florida",9856,"Honda Fit","gasoline","manual"
0,"Ford",0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,24,83778,3,"Rural",43,"Female",1,3.5971847963125,51211.0603740439,"Male",24.4200061985162,"BMW i3",145000,3,2,5.2,26301.6267832855,-85.2858195777785,30.5277489545953,"Florida",9857,"BMW i3","electric","automatic"
0,"Tesla",1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,22,30371,3,"Rural",8,"Female",1,4.78477630547027,56576.5904588625,"Male",10.4200061985162,"Porsche Taycan",10000,5,5,4.6,26787.5988273484,-80.5204998007773,26.3932012719085,"Florida",9858,"Porsche Taycan","gasoline","automatic"
0,"Tesla",1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,50,38863,4,"Urban",1,"Male",0,4.58004963795181,77366.3351987489,"Female",15.4200061985162,"Mercedes-Benz C-Class",95000,5,2,4.2,28488.6017381915,-80.5126193854787,27.0630231329824,"Florida",9859,"Mercedes-Benz C-Class","gasoline","automatic"
0,"Tesla",1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,22,72601,3,"Suburban",10,"Female",0,4.48063512878014,78387.4732768163,"Male",16.4200061985162,"Fiat 500",0,3,2,3.8,25984.9741121573,-82.7154737471882,28.1982371025417,"Florida",9860,"Fiat 500","gasoline","manual"
1,"Toyota",0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,30,98944,3,"Suburban",35,"Female",1,3.81686492433642,25128.0080125434,"Female",13,"Lincoln MKZ",1e+05,4,3,5.2,27141.3739251403,-80.8600251106609,24.8380434294397,"Florida",9861,"Lincoln MKZ","gasoline","automatic"
0,"Tesla",1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,52,132790,5,"Urban",31,"Female",0,4.20662155550127,61704.2445437983,"Male",4.42000619851622,"Hyundai Ioniq",70000,3,4,1.5,23991.5743001114,-82.0408658414957,26.5432839698009,"Florida",9862,"Hyundai Ioniq","hybrid","automatic"
0,"Toyota",0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,57,75659,2,"Suburban",35,"Male",0,3.77819528397946,27203.9609379135,"Male",1.42000619851622,"Chevrolet City Express",5000,4,1,5.8,26053.4195585551,-80.1559185845515,25.7046831321758,"Florida",9863,"Chevrolet City Express","gasoline","automatic"
0,"Tesla",0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,51,120308,4,"Urban",36,"Male",0,3.89220987844047,64704.5274707489,"Male",14.4200061985162,"Lexus NX",1e+05,2,2,1.4,16707.6365572419,-80.638587861857,27.9135842966926,"Florida",9864,"Lexus NX","gasoline","automatic"
0,"Tesla",1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,28,129661,1,"Suburban",12,"Female",1,4.37876083350594,41255.1855877973,"Male",17.4200061985162,"Land Rover Range Rover Evoque",130000,3,4,4.6,29562.0291508264,-80.7079293840418,27.5634035473784,"Florida",9865,"Land Rover Range Rover Evoque","gasoline","automatic"
1,"Toyota",0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,51,42311,4,"Rural",11,"Female",1,3.28142087631605,48149.4617690099,"Female",22,"Nissan Frontier",45000,2,4,5.2,23834.4120373193,-81.2480722393593,24.7066762046169,"Florida",9866,"Nissan Frontier","gasoline","automatic"
1,"Tesla",1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,60,75921,4,"Urban",16,"Female",0,4.03588427484901,65125.2768662293,"Male",12,"Honda Odyssey",35000,3,4,1.3,21064.7552183179,-81.9196095752712,24.7148474291677,"Florida",9867,"Honda Odyssey","gasoline","automatic"
1,"Tesla",1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,63,233445.298734138,5,"Suburban",49,"Female",0,4.55710175439564,94426.147229271,"Male",10,"Mercedes-Benz Metris",90000,1,4,1.5,20936.9091403958,-81.6853190927149,27.4441114521916,"Florida",9868,"Mercedes-Benz Metris","gasoline","automatic"
1,"Tesla",0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,61,134445,4,"Suburban",24,"Male",0,4.39914688976057,64927.9720657622,"Male",19,"Chevrolet City Express",60000,2,2,4.3,27364.0075807194,-81.2185953933766,28.1651305885435,"Florida",9869,"Chevrolet City Express","gasoline","automatic"
0,"Ford",0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,21,94873,3,"Rural",31,"Female",1,4.3571238476286,25322.2465410363,"Female",-1.57999380148378,"Lexus IS",105000,2,4,5.5,25248.728317784,-81.9949180558125,26.9561270517835,"Florida",9870,"Lexus IS","gasoline","automatic"
0,"Toyota",0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,44,76131,2,"Rural",48,"Female",0,3.37932558392985,25734.6012908965,"Male",19.4200061985162,"Jeep Gladiator",40000,3,4,1.2,28375.5695347626,-83.4897388700668,29.5487062677878,"Florida",9871,"Jeep Gladiator","gasoline","automatic"
0,"Ford",0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,21,65085,2,"Rural",36,"Male",1,3.12730621885675,31288.7702172156,"Female",9.42000619851622,"Maserati Levante",145000,1,3,3.5,22145.1958625194,-81.645743428963,30.1363091813594,"Florida",9872,"Maserati Levante","gasoline","automatic"
0,"Tesla",1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,59,60562,1,"Suburban",20,"Male",0,3.36284843184062,68908.714139834,"Male",-1.57999380148378,"Jaguar E-PACE",135000,1,4,5,22075.4720197503,-81.6419539033234,26.1224399279318,"Florida",9873,"Jaguar E-PACE","gasoline","automatic"
1,"Ford",0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,64,75531,3,"Rural",14,"Male",1,3.10577535076518,46365.5192294391,"Female",1,"Kia Rio",40000,1,2,2.6,26969.7911820768,-81.5842869969451,30.1055873429915,"Florida",9874,"Kia Rio","electric","automatic"
0,"Tesla",1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,60,130444,1,"Suburban",35,"Male",1,3.95682726600966,66057.4532323517,"Female",20.4200061985162,"Ram ProMaster City",140000,2,1,1.2,21487.2920741848,-81.5940223450429,28.4789668581037,"Florida",9875,"Ram ProMaster City","gasoline","automatic"
1,"Tesla",0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,28,30450,3,"Urban",38,"Male",0,4.32403973368603,49341.4283939288,"Female",13,"Ram 1500",15000,5,3,1,30000,-84.9397998377825,30.6104891375298,"Florida",9876,"Ram 1500","gasoline","automatic"
0,"Toyota",0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,59,113537,4,"Urban",16,"Male",1,3.10302121361847,31308.339512907,"Female",2.42000619851622,"Nissan Rogue",50000,4,5,5.7,29453.1315174256,-82.2639351347967,28.7150848173615,"Florida",9877,"Nissan Rogue","gasoline","CVT"
0,"Toyota",0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,29,93146,4,"Urban",1,"Female",0,3.03013851189241,29177.1880700253,"Male",10.4200061985162,"Lincoln MKZ",45000,5,5,5.8,30000,-80.1794923097247,25.5836197505682,"Florida",9878,"Lincoln MKZ","gasoline","automatic"
0,"Toyota",0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,52,34396,2,"Urban",34,"Male",0,3.64632121021591,47486.1030862667,"Female",20.4200061985162,"Maserati Ghibli",130000,4,4,2.2,25737.799740007,-84.7342990847522,30.2759829988453,"Florida",9879,"Maserati Ghibli","gasoline","automatic"
0,"Toyota",0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,53,64495,4,"Suburban",8,"Female",0,4.08305004018019,47773.3020693995,"Male",17.4200061985162,"Volkswagen Routan",80000,3,2,5.9,21723.9506357125,-81.001983045628,28.9002941925362,"Florida",9880,"Volkswagen Routan","gasoline","automatic"
0,"Tesla",1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,56,124103,1,"Rural",30,"Female",1,4.7924843454958,89645.2948311344,"Female",8.42000619851622,"Dodge Grand Caravan",95000,2,3,5.4,22206.0446810587,-81.7585442157978,30.0298593340712,"Florida",9881,"Dodge Grand Caravan","gasoline","automatic"
0,"Ford",0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,41,70724,5,"Rural",21,"Female",0,3.73612596744701,42107.9943422228,"Female",22.4200061985162,"Acura RDX",150000,2,1,2.4,16298.9082025863,-87.4623352785403,30.9538687944497,"Florida",9882,"Acura RDX","gasoline","automatic"
1,"Ford",0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,25,99699,1,"Urban",9,"Male",0,4.6661723350068,55782.3945422249,"Male",21,"Porsche Macan",75000,3,5,4.8,30000,-81.5931703971183,28.5978396902794,"Florida",9883,"Porsche Macan","gasoline","automatic"
0,"Ford",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,56,143608,3,"Rural",14,"Female",0,3.19822052433402,56176.2647749856,"Male",26.4200061985162,"Ford Fiesta",95000,2,1,4.7,12507.7277122306,-82.2543850156463,27.9733873464767,"Florida",9884,"Ford Fiesta","gasoline","manual"
1,"Toyota",0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,35,235506.709418252,1,"Rural",21,"Female",0,3.02185360587167,26049.1319794906,"Female",9,"Toyota RAV4",75000,3,4,2.7,28737.1907076208,-80.6726862423147,28.7351999907763,"Florida",9885,"Toyota RAV4","gasoline","automatic"
0,"Tesla",1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,53,64762,3,"Suburban",46,"Female",1,3.46473924206892,68516.7143098079,"Male",4.42000619851622,"Land Rover Range Rover Evoque",60000,3,1,1.6,23442.8133016062,-84.7335639764295,29.6137588320395,"Florida",9886,"Land Rover Range Rover Evoque","gasoline","automatic"
0,"Toyota",0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,33,141064,1,"Suburban",41,"Female",0,3.44201679055314,28929.8312901519,"Male",19.4200061985162,"Hyundai Ioniq",10000,3,4,5.6,26180.3103270071,-80.5335022075968,27.0507463836082,"Florida",9887,"Hyundai Ioniq","hybrid","automatic"
1,"Tesla",1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,63,117637,5,"Suburban",11,"Male",1,4.3335596447926,59862.6018831506,"Male",8,"Honda Fit",60000,5,5,3.7,29168.8204165955,-86.288226247449,30.3221221578551,"Florida",9888,"Honda Fit","gasoline","manual"
0,"Ford",0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,46,76344,1,"Rural",10,"Female",1,3.63102293845475,45438.0718246102,"Female",0.420006198516223,"Nissan Altima",120000,3,3,4,21830.3305819674,-82.0160083165156,27.1060536478479,"Florida",9889,"Nissan Altima","gasoline","CVT"
1,"Ford",0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,63,138001,5,"Suburban",31,"Male",0,4.00900142656343,44848.1501725386,"Female",19,"Hyundai Tucson",75000,2,1,5.3,27055.4282249968,-85.7643500449038,30.4173910271839,"Florida",9890,"Hyundai Tucson","gasoline","automatic"
1,"Toyota",0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,53,44060,4,"Urban",13,"Female",0,3.24172404192211,41847.0050794072,"Female",3,"Jeep Wrangler",150000,4,4,4.7,30000,-81.2002150990602,26.9802838250375,"Florida",9891,"Jeep Wrangler","gasoline","manual"
1,"Toyota",0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,36,117220,2,"Rural",7,"Male",0,3.59619911958193,42543.2470215484,"Female",4,"Lexus NX",105000,4,1,2.8,17805.1089555596,-81.5457134886845,30.4709443848482,"Florida",9892,"Lexus NX","gasoline","automatic"
0,"Toyota",0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,55,34989,1,"Urban",1,"Female",0,3.13759169038834,21758.2772765309,"Male",11.4200061985162,"Mazda CX-5",30000,2,5,3.4,29625.2591880391,-82.650761719775,29.3109549798214,"Florida",9893,"Mazda CX-5","gasoline","automatic"
